review,sentiment
"Came here on a Thursday evening for dinner only to be served the worst quality food. The service was absolutely terrible... no air conditioning in the sweltering heat ... after multiple requests we got our food ( literally begged for the food to be served)... what’s not there on the buffet menu also they don’t tell the customer... the main course was served cold... pre-scooped ice creams.. and what not

Some mango juice they served... don’t know how that was drinkable ....

Worst decision to spend our evening here .. absolutely terrible experience

Giving one star because I can’t give -5

FOOD = -100/5
Service - can’t put a negative number that high
Ambience - no air conditioning on a summer evening
Price — not worth even 1/5th",0
Perfect place to order for mutton Biryani and mandi. Superb taste but a miner issue with this restaurant is it's so busy on weekends and they will not concentrate on ordered items and some times they deliver incorrect order. Otherwise it's awesome...🍖🍗,1
"This place has got to be the to-go-to place for a quick dessert bite, a safe last minute cake order, a light snack or even when going back home to carry a couple of biscuit or cookie boxes! Absolutely A1 😍🤭

Being around the corner, I’ve visited this place multiple times. So let me just mention a few show stealer options in pastries, cakes and snacks out here!

The chocolate truffle, the blueberry cheesecake, the Choco chip muffins, the red velvet cookie, the mango cheesecake, Black Forest pastry, kiwi pastry, any chocolate pastry to be frank, pizzas, the paneer sandwich, overloaded fries, box of chocolate chip cookies, walnut cookies, Ajwain biscuits, A to Z. Anything and everything. The best point is the pocket friendly price point!


I’m sure you can never be disappointed here, always a Karachi Bakery fan and ardent lover of desserts! 🤩",1
"It has absolutely nothing for vegetarians. There are a couple of starters, but that is pretty much it. Absolutely no variety either for the main course and even the deserts were disappointing.  All in all a pretty disappointing experience that felt heavy on the pocket. Hope you will start considering vegetarians and their palates too.",0
Using the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter... with my samsung tab 2 7.0 and it performs well.,1
Great place to watch any game here!! Great ambience!! Nice and polite staff!! The service is quick!! Nice place to watch any game with few beers and to bite down on those wings!! The main reason to go here is their wings and beer!! That’s what I feel!! You’ve got many sauces for you to pick from!! My fav was mango habanero sauce!! Place to sit back and relax!! A great sports bar!!,1
Works perfectly in my 738 Samsung. Phone is only USB 2 so I don't know if you really need such a fast mem chip. Can get a lot of stuff into 32 gb. I use for Movies for when I am on the train and don't want to waste my data streaming from the cloud.,1
Very friendly and helpful customer service by Ijajul and good food..wide variety of starters. Been regular customer here.. Good ambience.continue the same.. Spicy fish was too good. Enjoyed finally.,1
"Looking for a cool bar close to work, this is the place, went during the IPL season with big screen streaming it live, they have nice collection of beers to try out.

Overall : 4/5
Food :3.5/5
Ambience :4/5",1
Ambience was good.But the service was toooo bad.No one will take care after you order the food.its really pathetic.we need to ask for food repeatedly ..After 45 min they brought one starter and for main course they took one hour of time.Never prefer this restaurant,0
"Deli 9 staff didn’t have the basic courtesy to inform that for 4 diners, it would be appropriate to unlock 2 Golds. They gave only 1 dish feee whereas we had ordered total of 7 across 4 diners.",0
"Ordered the paneer wraps, one with the cheese, and other with a tangy masala. N a paneer rice bowl too. Paneer treat to myself. The wraps were perfectly made, with the covering prepared well, and the stuffing was mixed well with the right amount of sauces and cheese, giving a juiciness to the wrap. The rice bowl was equally yummy. With rice being cooked well, fragrant with exotic herbs and spices giving a deep ochre n shades of olive green look to the dish. Overall a nice place to order from n worth the money. Recommended 😊",1
"Works great. Got it quickly, it was well packed, plugged it in an it's been working fine since. Only been a month so can speak to long term reliability. Will buy another one soon.",1
One of d best place. Esp for North Indian ! Good music happening place. Get damn crowded on weekend.so beware 😊 food was ok ok ! Drinks are not so costly. Good place for ppl wd dancing shoes and ready to burn calories. Get ur gang here.,1
"Although Amazon claim it is a C10 ultra fast Memory Card, it actually has much slower write speed than other C10 microSD card (it only scores about 60% of the normal speed). For example, I have tested it against my old Maxell C10 HC microSD card. The test was done by writing the same 3035MB random data from DRAM to empty microSD card through a USB3 card reader. The resulting time was the average value from 3 tests of each device:SanDisk Ultra 32GB C10/UHS1: 5m50.816s means 8.7MB/sMaxell C10 HC: 3m38.787s means 13.9MB/sThe speed is completely unacceptable for a Class-10 claim (13% lower than 10MB/s, the lowest boundary of Class-10 device), even the over-advertisement of SD card speeds are common (claiming 30MB/s for actual 12-15MB/s). It is almost a scam. Some Class-6 card will beat this ""Class-10"" card.",0
very bad item,0
"Food tastes good here but when you see surroundings around kitchen and wash area it was horrible. Cockroaches, mice and lots and lots of dust. I understand this place is for online orders but not for dine in given the fact that people dont get to see this unhygienic atmosphere.",0
Delicious food with good quantity. Ordered a veg biriyani combo and was totally worth it. Go ahead and order your meals for a total value for money experience.,1
I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,0
"Hard to review this as the card arrived DOA. Couldn't write to it at all, and it wouldn't format. I returned it and Amazon was great about the credit. I've owned several SanDisk memory cards and they have all performed well and I was a little surprised that this one failed out of the box. I'd read a good review of the Samsung 64GB micro card and I bought that instead. Very pleased with it.",0
Inserted the memory card in my Galaxy S4 phone and it immediately recognized it. Can you ask for anything more?!,1
"Very fast card in my SGS3.  Sandisk always makes quality cards.  I always get read/write speeds of at least 14MB/s and 22MB/s with this card (see my uploaded pic).  Card hasn't given me any problems.  Reliable, fast, great price.  A++!!!",1
The staff really nice and wing with the hot sauce was yammy mocktails was raelly good all the i recommend this place to every one who love wings... speciall the service is unparalled Mr. Praveen keep it up...,1
"Great ambience, met an excellent man - Sarbeshwar. Super cool guy and great service. Food and music is excellent. Basil chicken tikka is a must try.",1
"Its a worst thing happened with me.we ordered for mutton family pack.here i got chicken familypack🙄i dont know who's neglegance is this..either restaurant person or delivery boy...i made a call to restaurent to know what's the problem is,but they are not responding at all..please check when you asked for food delivery....",0
"Very fast, very big. Just wish it were a bit less cash so I could buy more for my other storage needs.",1
"Heard so much about this restaurant and went to enjoy the weekend dinner, but the rotis were served cool and the curry is full of oil. Inspite of complaining to concerned staff, there wasn't much difference. Try to avoid Ulavacharu, if you want to have a tasty and healthy food.",0
"I ordered my lunch from this place and it was really disappointing experience for me. I had ordered garlic naan, chicken patiala, pepper chicken and chicken majestic.
Garlic naan was somewhat ok. But, chicken patiala was not at all as expected, it was somewhat sweet and with a different color and the taste was also not good.
Pepper chicken was over fried, which was giving a burnt taste.
Chicken majestic was also not that good. Thin strips of chicken being served which serves any justification to the name itself, neither by it's taste nor appearance.
My personal experience with Biryanis and more was not at all good.",0
"Hi guys,

I went here as part of an office party. So can't really comment about the Al Carte.

The ambience is really cool. Full Marks to these guys for replicating Goa in such a great way.

The seafood variety is superb. All in all this place is good for people who eat sea food. The dj was also great. We had loads of fun.",1
Amazing service by Kamal !! He was really quick with the service and appreciate his recommendations on the menu!! Keep up the good work !!! 😊,1
"Kya gaand wala khana banaye aapne.. sala kutta bhi ulti karega ise khake😖🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
Phir uska zaroorat se zyada packing kiya!.. kya faida khana acha nahi hai.. dukaan band kar ke chai bhej",0
"We went to T-Grill yesterday for lunch overall experience was very nice. food , service, ambience and location everything was very good. Nice place to hangout with friends & family.",1
hi-tech bawarchi food is not pretty well. Masala not there and chicken also very small piece and quantity of rice is also low following this raita also very low quantity...not satisfyable if you feel hungry...,0
"This place gives you some really good chinese dishes and the portion size per dish is really good. The dumplings, noodles and fish main course are the best that I have tried here. The staff is also really helpful and quick with their service",1
Kindly stop listing north indian dishes like chicken chatpata. I haven't tasted any item like this smelling and tasting like only curry leafs. Just put me in a bad mood. Complete waste of money.,0
"Nutella brownie blast thick milk shake - i would rate this 4.5 because I was expecting some brownie piece in it, I liked the taste , thickness was also perfect... Over all would suggest people to try this😋",1
bad packaging. all the almond feasts had barely more than one almond each.,0
Ordered chilly paneer with fried rice which tasted really bad. The quantity of the paneer was less and it was so dry. The paneer and fried rice didn't go well together. The taste of the rice was more sour than expected and was difficult to complete it. The package was not taped and the ketchup was missing for which I have paid. Highly disappointed with the service.,0
Excellent food and excellent service by Krishna and shivam Osama every ambience was really very good this is my 1st time I really like it thank you very much,1
Bought this for my new smartphone.  Installed easily and works as required.  In many years I have had no problems with any San Disk product that I have used.,1
"Not worth it at all. Paid 500₹ just to end up eating curd rice for the night .

Went here last night, got a table for 3.
The service was extremely poor and slow .
The waiter.. brought ""warm"" water bottle on a summer day .. first dropped water on us while pouring water into glass .. asked for cold water .. he came back only after 3 reminders.
He was the only one around .. wearing a CSK T shirt.

When the starters started arriving I was shocked
The starters were extremely spicy and contained extreme amounts of garlic. Un bearable.
For a person who has stayed in Hyderabad all my life .. the waiter gives an explanation that this is how Hyderabadi food tastes.

Mushroom wasn't good ..spicy and nothing less.
Fish wasn't cooked
Chicken was toooo spicy
Crispy corn .. basic item.. was oily and under cooked.
Potato Cooked with its skin was again oily and totally bad

Panner didn't arrive at all

Water arrived

Left all food as it is on the plate and went got main course...
Biryani tasted like a spicy pulihora

Settled for curd rice

Icecream- asked for a butterscotch icecream with some ""gems""
Icecream was good but The gems were tasting like synthetic chocolate.. horrible .. had to spit in the plate and leave in a hurry

When I was about to leave the panner starter arrived .. I had a bite .. it was ok

But I had enough already

Everyone around my table were complaining too..
But no use ..
Useless place
Never again",0
"Been here for a casual dinner. The food was good and fresh. Although it was spicier than expected, it was compensated by the rich flavours. The service was great. This place was very welcoming and the prices were reasonable. One thing that won my heart was their choice of music. They played refreshing telugu songs which went perfectly with the occasion.",1
"Just what I needed to load Video files on my Moto Xoom. Good capacity, inexpensive pricing, worked like a charm.",1
"I put this in my Verizon Samsung Galaxy Stellar and it works perfectly. This is an easy way to add memory for pictures, music and apps, etc, to the phone",1
"This is my favourite neighbourhood Chinese restaurant, love the Jade chicken soup here as well as seafood. The staff is courteous, fast & love the quiet ambience, fragrance, decent & less crowded. A bit expensive (costs around 1000-1500 for 2 pax) place considering the locality but its worth the money.",1
"I'll keep it simple. I ordered food. It wasn't good. I ordered VEG fried rice and chilli chicken. I got TRIPLE BLACK PEPPER fried rice sprinkled with some vegetables, and dried up chilli chicken. Imagine you come home from a long day, order some food so that you can just eat and go to bed but then, this happens.
I've had Chinese food before. I think I know what fried rice should taste like. Asian Meal Box, I'm sorry but my experience was disappointing. Never ordering again and definitely not recommending to anyone.",0
This micro card has been seamless and simple to use.  The phone has not had any problems with this card.,1
"Card is Good. I ordered one before and it performs as one would expect, so I ordered another. It took much longer to attempt get the second one so I wrote and got a refund. Seller, NMicro Technology,  was not the same as the first.",0
Please look at the below image. This is how I got my order when I order from zomato. I had a confusion to eat it or gulp it. However I gave 2 * for the browny,0
"Ordered food via swiggy and got old and rubbery chicken. Of course it was stale and leftover stuff which was remodeled and resold. Shameful conduct,never ordering again.",0
"Seven Stars to the Lime Team. Great Food, Professionally Trained Staff and passion for customer service make them best in the business. Their Outdoor Catering unit is excellent. You can simply leave your event in their hands without any worry and they will do the magic. My guests appreciated the setup, menu, food and service given by the Lime Team. Special credit to Raj and Dinesh for taking care of every single detail and making my event a success. Keep up the great job.",1
Ordered toblerone and kit kat milk shake from this place...both looks same and tastes also same...its like boost and bornvita milk without any cream or any icecream...both are mixed with more water and less milk and chocolate syrups...spoiled our taste buds by ordering from this place...waste of money never order again,0
"Now my new surface tablet is complete!With all this storage I redirected my photos, music, videos and documents to save to the card. Its fast and I love keeping my internal storage available for apps only.",1
"Visited here for dinner. It was well decorated as it was Valentine’s Day.
Try 1. American chop suey. It was just ok. I can give it a ⭐️⭐️⭐️
Try 2. Seasame chicken starter. This one was my favourite. It was nice with the garlic sauce. It was crispy too. ⭐️⭐️⭐️⭐️⭐️

My rating :
Food : ⭐️⭐️⭐️⭐️
Ambience: ⭐️⭐️⭐️
Service: ⭐️⭐️⭐️⭐️.5

Must try 😋:
1. Sesame chicken",1
chutney is not at all good,0
"I dont know much about gachibowli branch, but banjara hills branch has the worst costumer service that I have ever seen in my life..! Very ill professional employees who cannot guide their costumers properly to their place. They have great quality in what they serve but zero in how they serve. My whole party got ruined because of their so called great service. I have given a bulk order and asked if they have home delivery, ofcourse there was none. I was okay with it and said I will collect it from their store. I almost travelled 20 km from my place to collect my @ order and due to heavy traffic, I reached the place exactly 5 min late from their closing time. I kept giving them information about how far I am and that I would reach them in less time. I requested them to wait for 5 minutes as I was travelling from habsiguda which is atleast 20km away from banjara hills. They answered my call at 9:00 when I was near GVKONE. I said I will come in 5 min they said they will wait. But, by the time I reach their place everything was locked. I called them 100 times and their was no response. What an awful service..! If you have a big party, please don't rely and order anything from this place. Worst experience..!",0
4 for the ambience and the biscuits. The taste of the Irani chai and mawa cake can be improved by at least 4/10 levels. But the brand name really works.,1
very bad quality of food. the nans and rotis were like papad and the curry was also not good.,0
Love the micro sd card. It's everything i wanted and needed. The packaging was hassle free and easy to open,1
"Heard lot about behrouz biryani. So, I ordered dum ghost biryani. Packaging was impressive & quantity also pretty decent, and about taste my only suggestion is keora water or gulab jal whatever you've used will help to enhance the aroma of the food not the taste. You guys have to work on flavour rather than adding too much aroma.",0
"Food is really good. We had vegetarian items including paneer, mushroom and kofta. Additionally service from Papiya , Shuvro was really good.",1
"Pathetic food, slow service, extremely spicy food. Went there for a team lunch and it was the most disappointing food I ever had. Even the fruits were stale.",0
"Good ambience, good food, good dance place.

Three of us girls went to this place on a rainy Friday evening and it turned out to be good fun. We ordered:

White sauce pasta: it was awesomely tasty. The sauce was made correctly with the right consistency. There were vegetables in it.

Nachos with sauce: again another yummy dish. Though the sauce was a bit less and it did not suffice until the end of Nachos, but overall the dish was delicious and worth it.

Chicken kebabs: just wow. The best dish of the evening for us. Soft, succulent with the right amount of spices and the gharwale taste jaisi dhaniya-pudina chutney made it worth the money.

We also ordered beer, virgin mojito (good) and a pineapple mocktail (very bad - pure waste of money).

It also has a good dance place. Furthermore, the dj was good and played an awesome list of bollywood numbers, to which we grooved until the end.

All in all, an awesome experience and I would have given 5 stars, but the pineapple mocktail and the seats that we got inspite of booking in advance made me deduct one star.",1
"Most disappointing experience ever! Ordered for vegetable biryani during midnight hours from this restaurant. Delivery through swiggy was quick and swift but to my surprise I received only biryani rice, absolute no vegetables or masala. Very bland taste too. I do not understand why these restaurants cheats customers if they out of stock. I would not recommend anyone to trust this restaurant",0
"I have ordered from Dominos all my life, but no store has ever been this bad.
The order arrived in 45 mins, all my food had completely cooled down.
I asked the delivery boy about their 30 mins policy, and he gave a very casual answer saying ""ma'am parking me late hogya, jaane do"" I tried to argue saying that its not my problem and he agreed to give me a 300 rs refund. I asked him to do it at the moment and he said, his manager is busy so it cant be done right now but he assured me that it will be done. 

I talked to his manager on the phone, and he completely denied my refund. 
He didn't care about customer service, he talked very rudely, and he said he's not going to follow the policy. He also said I don't care if you accept the order or return it.
(If this was the case, why did the delivery boy ensure my refund and tried to run off?)

People like this don't deserve to be a part of DOMINOS.
They're completely ruining the franchise image.",0
"Hey, it's memory. Everybody needs it, and you can never have enough.And, as I'm always losing my memory, I have to keep plenty on hand and stashed away for a rainy day.",1
"This place is not even worth 1 star. Nobody's even attended us for more than 5 min, no courtesy of giving menu card even. When we spoke the same to manager, he himself is rude telling that it will take 5 to 10 min for the waiter's to attend. Rude manager and worst service!! Absolute no, if you are seeking to dine in peace!",0
"Must visit place for supercars and super bike lovers. These fantastic machines will definitely enthral your looks. Coming to the ambience the environment of the place looks like you're literally sitting in a garage, between few superbikes. The blackcurrant milkshake tasted really great but the pizza didn't taste that good. If it was made a little spicy it would be great, but the chilly flakes saved it from being a total disappointment.
Can definitely give this place a try.",1
"I bought this to expand the memory on my Galaxy S4. Inexpensive, easily to install, and comes with an adapter to make it a full sized SD card, the SanDisk Ultra should be at the top of your list.",1
"Fortunately I got this as a lightning deal, so it wasn't that expensive.  I purchased it in October, but didn't start using it on my Samsung Galaxy S3 until January.  It was fine, until it wasn't.  It chose to die today.  Just a little more than four months after I started using it.  I checked my phone this morning and it told me that the SD card had been unmounted.  I did not think much of it.  But when I rebooted my phone and was still unable to find the card, I began to be concerned.  When I got home from work, I put a different card in, and it worked fine.  I tried to check the card on my computer, and it couldn't be seen.  So the problem is definitely a card.  Unfortunately, I lost most of the pictures I've taken since getting this phone.  I know that I probably should have backed them up, but I really didn't expect the card to fail so quickly.  Perhaps if I'd read all of the one start posts before buying, I would have.  Oh well, back to my 16GB Amazon Class 10 card until I can get a different one.I'm not even going to bother with a warranty claim.  I don't need another card that will fail after four months.",0
good as always,1
This sd card was exactly what we were looking for. The last one we purchased got deleted and unformatted by the phone so we decided to replace it. This is a great price and came with the adapter too.,1
"I have not pushed this card by writing and reading tons of video or anything, but it seems to work fine.",1
"I still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!",1
"Loved the food as always. Service was prompt and amazing.
Govind and Shivam did an excellent job by not letting our plates empty at any time.
Must visit place.",1
"Was visiting my in laws for the first time. To celebrate the occasion we came here after more than hour long drive. And oh boy, did this place disappoint!? Not only did they lack the basic services like serving Papad and water in the beginning, they made blunders like serving Long Island Ice tea to a pregnant woman instead of the lemon ice tea that she ordered. We were a group of 11 people and were seated in a private room. We had to keep going out of the room to call the waiters only to be responded with an arrogant attitude, especially by the restaurant manager Parmeshwar from Lucknow. Each order took a long time to come and was served cold. And when I say served, I don't mean served by them. Oh no, the waiters simply kept all the dishes on one side of the table and left it to us to serve ourselves. Despite of this, on lack of better judgment, we made a horrible mistake of ordering the dessert which we just left after a bite because it was that bad. Needless to say, our night was ruined and to end it all, just when we thought it can't get any worse, they over billed us. We spent 20 mins to get it corrected. The icing on the cake was, the charged us for the Long Island Ice Tea as well 😂😂.
Please avoid this place at all costs. And you'll be saving a LOT! 😅 You'll also save yourselves from mosquito bites because they'll refuse to provide you with a mosquito repellent when you ask for it.
P. S- If you're a cheese enthusiast, please don't make the same mistake of ordering the cheese platter as we did. For ₹600, they served us stale cheese with few almonds, crackers and 2 apricots. Whoever originally came up with this dish, must have shifted somewhere n his/her grave when these people had the audacity to serve something like this to us.",0
"Good product that is working well, was packaged well and delivered as promised. It was a birthday gift for my sons laptop",1
"Please don't visit this place in the night if at all you are going along with your family...
No service after 12:00 as the zomato says it's open upto 2:00...complete missguiding and fooling customers....
I'm a fan of the biryani served here...but the staff,the timings,and the cleanliness over here is a clean bullshit...
Better to visit the other branches like shalibanda and tolichowli...please don't visit this holy hell....!
I posted some pics just look at the table where we dine to eat...yuck...!",0
Names of the items on the top of boxes must be present to distinguish,1
Over Hyped place.No neatness. They open branches in hot places so that they will get the customers no matter what.Especially this DLF branch is no where preferable.,0
"After reading some good reviews went to this place by some search to reach this place. Ordered Punjabi non veg spl thali and amruthsari kulcha with chole. 
I wondered by looking the quantity of items. They are very small quantity. 
Taste of the food is ok, not as read in the reviews it is not great. In non veg spl thali they are providing 2 peach chicken in the gravy, that is spl non veg thali, great joke. VFM 1/5.  
They are not providing drinking water. A eatery/restaurant should provide the drinking water.
I have axis bank card with that they should give 15% disount, when ordering they denied it, after completing the food and went once again by showing him on the mobile that your restaurant is on the webiste, then they gave 10% discount after arguing, they should give 15%.",0
I bought this new 32gb microsd card to replace an old 8gb microsd that had run out of space on my rooted htc inspire. It was easy to copy and paste from my computer and back to the new microsd card.,1
"First time came for a lunch buffet, really appreciated the hospitality.. Food quality was beyond expectation and moreover always found someone beside to prompt when in need of something. Thorough Professionals.
Lastly like to thank each n every crew and Specially to Food & Beverage Manager.",1
one piece missing,0
Nice food had here nice biryani ....nice service nice ambiance ....can be improve the air contioner....rest every thing is good... looking forward to come again.,1
"Wonderful ambience, great customer service and excellent food. Flying Sunday Brunch is awesome. Don't miss the Indian platters and desserts especially",1
"had heard a lot about this place but this is my worst experience in Hyderabad. ordered for chocolate elixir and it was big disappointment. thankfully the staff agreed to change it. the price for the quantity yey they serve is very high.the place wasn't clean, there were so many flies, not maintained and cleaned. wouldn't recommend it to",0
The ordered Food was not good spoilt.,0
"Banana leaf has a good options for veg and non veg buffet. Ambience was good. As it was a Saturday brunch, we have stick to the veg and ordered some from the menu. Garlic naan and pudina paratha along with spicy kadai paneer gravy was our choice. All of them were good and gravy texture was perfect. Definitely worth trying.",1
Meal box are value for money. The tossed noodles are soft and much healthier than fried and chicken quality is also good. The only con is that chicken is not spicy even after selecting the spicy option. Overall taste is good.,1
"What a hopeless restaurant. Never experienced such horrific and unprofessional restaurant. If you order a dish, be assured you will get cheaper , stale and some other item. I have ordered Chicken Manchurian and Egg Noodle Box, I received Old,Stake Gobi munchurian with just minimum two-three spoon of pathetic noodle.
Please dont dare do visit there",0
"Instagram | veganyums_
Drop in to this place with my partner for lunch,.They have zomato gold 1+1 food offer.. Ambiance is pretty authentic more like village and antique piece were drawing my attention....liked the quotes on pillars..
In starter, we ordered Kaju aur bhutte ki seekh which was too soft that break in small pieces.. Actually the consistency was not proper so could not take a bite properly.. Taste wise it was little bland so, there was only cashew taste I could feel..
In main course, we ordered Patiala Shahid paneer
Which was one of their signature dish which I was expecting to be good in taste..but again I disappointed with the taste it was normal onion tomato gravy and consistency of gravy was thin instead of creamy..Ajwain paratha and naan was good in taste

My experience was not so good..plus, staff members were not aware of anything regarding dish..",0
"no problems works well does what it is supposed to do, store files.  Pretty quick read and write speed as well",1
"I had high expectations of this restaurant but was dissapointed. I sometimes ponder to visit them again, because as per user reviews they are good.

The seating is well, the air conditioning is not. Its either chilly or completely stopped. You cant help it.

The servers are less and even being a small place, you have to shout to catch their attention.

The food. Oh God! I dont know what happened with the chef that day, but he had put spinach in all of my dishes and that too in huge quantities. They were wreaking havoc on the plate and we had to leave a dish totally for that matter.

So many wrongs, bounds me to visit them once again to see whether they are like this all the time or was I unfortunate to visit them on their bad day. They also need a experienced manager.

Ambience : 2
Food: 2
Service : 0
Value for money : 1",0
BOught this for my underwater camera so i can take more photos and video. now i can take 7000 pictures! lol,1
Gobi Manchuria is not soo gud as expected,0
Great card with fast write times. Excellent for use in DSLR or Gopro camera. I have used it to save both photos and movies.,1
"Well, all the time I have ordered here it has been Veg Corn Burger and Paneer Cheese Roll.
They are too sweet to be considered as fast foods.
The pastery I tried once was over moist. Don't know why but I guess the refrigerator wasn't working well.

The have a really good value for money. But I have seen that they don't make burgers and rolls at that time. They simply defrost the frozen food in the microwave and put in some mayo and sauce and give it.

Quality: 3/5
Quantity: 4/5
Ambience: 3/5 Nothing extra ordinary.
Value for money: 4.5/5",1
If you are from north and you miss its chat then this place is a must visit for all chat lovers. They have tastiest samosa chat and bhel puri and their pani puri is so so amazing.,1
"For $20 I can't complain about those speeds too much.  I put this little guy into a super mini MicroSD reader to stick into my truck stereo for MP3 storage.  I use a USB3 memory card reader to populate the card with music, and my truck stereo seems happy with it.",1
"Its a very expensive bakery not like other bakery they dont sell brownies and cupcakes in pieces they sell box of cupcakes and brownies . The brownies are amazing very tasty , they are soft and smooth . Love it .",1
The chef was awesome! Made foods as per our request even though it wasn’t on the menu. Place you should go to if you want to have an awesome dine out experience.,1
I ordered for a egg biryani this is what I found on that .if I want to have a egg biryani I could have ordered the same...not expected from this restaurant...,0
Been there for lunch few of the non-veg starters were under cooked and mexican chicken was salty and place was too loud with music too.overall didnt had pleasant time,0
I put this in a Sprint Galaxy S3. Mounted it and used it. Still using it. More storage than I will ever need.,1
"Delivery Review :

Ordered a Chicken Rumali Shawarma.

The chicken was so hard that it was very difficult to chew.

Also the spice levels are very high so please add an extra note if you want less spicy.

Overall it was okayish.

Had to throw away half of it as both Rumali and the Chicken were very chewy.

Giving 2 star because they didn't add mayo as requested.

Overall it is just okay and you can definitely find better ones in the city.",0
"3rd class chicken wings, there is no chicken only bones.
Taste is not good, fake chicken wings
Fake
Fake fake
I never buy this again in my life",0
"I was there with my friends yesterday for dinner. We were served by Papu, he did great service. We ordered all south Indian dishes, each of them were tasty.",1
Loved the place. Great food and ambience. Sarveshwar gave us good recommendations and was courteous throughout. Would definitely look forward to coming here again.,1
Best food at a best price. A low cost food can't be beaten by any other restaurants! Biryani and starter's starting from 80/- rupees only..!,1
"I got this for the Sports-Vue 360HD action camera. It works fine. It came with a converter to standard SDHC size/format. I used that to transfer files from the video camera to my XP pro PC. It does fine. I left the card in its FAT32 format and it works without a hitch. It's very small, so you must exercise care not to set it down or drop it and lose it. I'm happy with this item and would recommend it/purchase it again. In fact, I purchased 2.",1
"Food quantity, quality and taste was good each time I have ordered from this restaurant and also reasonable price. Must try chicken biriyani.",1
"after doing some tests between a generic memory card and this sandisk i am very disappointed. i bought the 32 gig class (10) card.i swore i picked ""original packaging"" but it was shipped with out original packaging... i will be returning this card for the following reasons:these tests were done using the sd card ports on my pc.my generic class (6) 32 gig card has upload speed of 22MB (write) and a transfer speed of 8.5.my sandisk i just bought, it has an upload speed peaking at 32MB (write) and a transfer speed of 6.5 to maybe 8.5 if im lucky.the write speed is ok, but why is the transfer speed so much more low. why isnt it at least 10MB if not 12MB if sandisk is typically so modest in their classifications?and whats the deal with the no classification marking on this sd card... i dont see class (10) anywhere on this card....amazon you will be getting this back!",0
"I think there is no point of taking a buffet here. I took a buffet for the purpose of having mutton curry; but it was spoilt. Hence, there was no benefit from paying 2000 for 2 people.

I took this plate like this. I left this plate like this.",0
Ordered Achari Paneer Tikka through Dwight and for a restaurant that claims to be a top notch restaurant and charges exorbitant rates for the same....they sent stale stinky paneer tikka which had to be thrown in the dustbin. Extremely disappointed. Money lost and no replacement provided from the restaurant....not worth it!,0
It came in a reasonable amount of time and was exactly as I ordered. No pretty lights and no stunning sound. Just a reliable memory card that worked and has not failed.,1
As always the best food and service :) and chicken 65 is very good and chicken Biryani is very good and nice place soo enjoy the food lastly so thank you,1
Food was amazing. Lived the mix veg and Dal makhni. And delivery was quick too.,1
no chicken in chicken shawarma. total waste of money. worthless!!,0
"Food quality is very poor.today I ordered veg momo.this quality of food is very worst.i can't able eat.dont buy from
here. Such a shameful service.",0
The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,1
"One good place to hangout.Ambience here is very good.
We ordered Kukad de sang and River and sea food platter.Both tasted very good.

Food : 4/5
Service : 4/5
Ambience : 4/5",1
Worst packing milk shake is leaked to outside😡,0
"This is my all the time go to place. it is very nearby to Deloitte Towers, Deloitte G and H block, Ramky towers, Babukhan lane. Try their filter coffee and brownie. they have the best brownie i ever had. also try their other cakes and puffs. They also provide fresh breads. they both have indoor and outdoor sitting arrangement. Service is very good.",1
Fully disappointed... I have ordered handi biryani with two pieces... but restaurant delivered me with one piece of chicken.,0
"I bought it for my grand daughters camera, but when my 64gb memory refused to work with my Windows tablet, I swapped them and this one is working splendidly.",1
"Domino's doesn't live up to the standards any more. I ordered a pizza and it was late with a delivery time of 1hour with a promised delivery of 30 Mins. Once I got the pizza it was smashed.. When asked for a refund they said they will give me ""Domino's"" credits. However I didn't get the credits as well. Also I don't want domino's credits. I want my money back. I will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards.
Attached images of the smashed pizza.",0
I had ordered veg pulav and egg masala bowl no egg and no taste pulav have no vegetables even restaurant took 1 hour to give it to the delivery boy this is ridiculous 🤬🤬,0
Wonderful ambiance and staff were very pleasant. The music and food was extraordinary. Good place to hangout with all office family and friends,1
"Good and polite service. Ambience is good and our daughter liked it very much..........
We liked the soups more than the main course.
Tapan served us well :-)",1
"I really wish i could finish off the review in a word, but yeah, zomato is not letting me to that! If you guys want to have irani chai, i guess this is the place. And omg, that onion samosa? Before getting there, do you guys remember the small triangle shaped samosa we would all go ga-ga for? Yes. They have it! You don't need to go street to street searching for them. They have it right here. So one plate samosa, irani chai and osmania biscuits. You hit cloud nine! Oh i forgot, this is for you guys! To the guys who are living alone far away from your own home without your mamma and pappa, you'd definitely wanna hit this place listening to 'mere sapno ke rani kab..'. yea. Only Kishore Kumar ! And the place. Let's just say, it's all VINTAGE!
Ambience, food chai, music, cleanliness- 5/5 ❤️",1
"Gave to my Samsung galaxy note 10.1 the power to take and use it with any kind of application. Quick, easy, install and play.",1
don't u understand what I ordered and what u delivered,0
